Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,22uF,C_0805,112.6,-151.7,90.0,top
C2,22uF,C_0805,114.7,-151.7,90.0,top
C3,22uF,C_0805,116.8,-151.7,90.0,top
C4,22uF,C_0805,118.9,-151.7,90.0,top
D1,Red,D_0603,51.7,-126.6,90.0,top
D10,Red,D_0603,52.6,-152.7,0.0,top
D2,Red,D_0603,60.7,-126.6,90.0,top
D3,Red,D_0603,69.7,-126.6,90.0,top
D4,Red,D_0603,78.7,-126.6,90.0,top
D5,Red,D_0603,87.7,-126.6,90.0,top
D6,Red,D_0603,96.7,-126.6,90.0,top
D7,Red,D_0603,105.7,-126.6,90.0,top
D8,Red,D_0603,114.7,-126.6,90.0,top
D9,Red,D_0603,116.9,-147.6,180.0,top
J1,Conn_01x21_Pin,PinHeader_1x21_P2.54mm_Horizontal,84.3,-154.3,-90.0,top
Q1,2N7002,SOT-23,58.4,-149.5,90.0,top
Q10,2N7002,SOT-23,55.0,-136.0,180.0,top
Q11,2N7002,SOT-23,55.0,-140.0,180.0,top
Q12,2N7002,SOT-23,59.5,-144.0,180.0,top
Q13,2N7002,SOT-23,64.0,-144.0,180.0,top
Q14,2N7002,SOT-23,59.5,-136.0,180.0,top
Q15,2N7002,SOT-23,59.5,-140.0,180.0,top
Q16,2N7002,SOT-23,69.0,-150.6,90.0,top
Q17,2N7002,SOT-23,59.5,-132.0,180.0,top
Q19,2N7002,SOT-23,64.0,-132.0,180.0,top
Q2,2N7002,SOT-23,50.5,-144.0,180.0,top
Q20,2N7002,SOT-23,64.0,-136.0,180.0,top
Q21,2N7002,SOT-23,64.0,-140.0,180.0,top
Q22,2N7002,SOT-23,68.5,-144.0,180.0,top
Q23,2N7002,SOT-23,73.0,-144.0,180.0,top
Q24,2N7002,SOT-23,68.5,-136.0,180.0,top
Q25,2N7002,SOT-23,68.5,-140.0,180.0,top
Q27,2N7002,SOT-23,68.5,-132.0,180.0,top
Q29,2N7002,SOT-23,73.0,-132.0,180.0,top
Q3,2N7002,SOT-23,55.0,-144.0,180.0,top
Q30,2N7002,SOT-23,73.0,-136.0,180.0,top
Q31,2N7002,SOT-23,73.0,-140.0,180.0,top
Q32,2N7002,SOT-23,77.5,-144.0,180.0,top
Q33,2N7002,SOT-23,82.0,-144.0,180.0,top
Q34,2N7002,SOT-23,77.5,-136.0,180.0,top
Q35,2N7002,SOT-23,77.5,-140.0,180.0,top
Q37,2N7002,SOT-23,77.5,-132.0,180.0,top
Q39,2N7002,SOT-23,82.0,-132.0,180.0,top
Q4,2N7002,SOT-23,50.5,-136.0,180.0,top
Q40,2N7002,SOT-23,82.0,-136.0,180.0,top
Q41,2N7002,SOT-23,82.0,-140.0,180.0,top
Q42,2N7002,SOT-23,86.5,-144.0,180.0,top
Q43,2N7002,SOT-23,91.0,-144.0,180.0,top
Q44,2N7002,SOT-23,86.5,-136.0,180.0,top
Q45,2N7002,SOT-23,86.5,-140.0,180.0,top
Q47,2N7002,SOT-23,86.5,-132.0,180.0,top
Q49,2N7002,SOT-23,91.0,-132.0,180.0,top
Q5,2N7002,SOT-23,50.5,-140.0,180.0,top
Q50,2N7002,SOT-23,91.0,-136.0,180.0,top
Q51,2N7002,SOT-23,91.0,-140.0,180.0,top
Q52,2N7002,SOT-23,95.5,-144.0,180.0,top
Q53,2N7002,SOT-23,100.0,-144.0,180.0,top
Q54,2N7002,SOT-23,95.5,-136.0,180.0,top
Q55,2N7002,SOT-23,95.5,-140.0,180.0,top
Q57,2N7002,SOT-23,95.5,-132.0,180.0,top
Q59,2N7002,SOT-23,100.0,-132.0,180.0,top
Q6,2N7002,SOT-23,50.5,-132.0,180.0,top
Q60,2N7002,SOT-23,100.0,-136.1,180.0,top
Q61,2N7002,SOT-23,100.0,-140.0,180.0,top
Q62,2N7002,SOT-23,104.5,-144.0,180.0,top
Q63,2N7002,SOT-23,109.0,-144.0,180.0,top
Q64,2N7002,SOT-23,104.5,-136.0,180.0,top
Q65,2N7002,SOT-23,104.5,-140.0,180.0,top
Q67,2N7002,SOT-23,104.5,-132.0,180.0,top
Q69,2N7002,SOT-23,109.0,-132.0,180.0,top
Q7,2N7002,SOT-23,54.6,-149.5,90.0,top
Q70,2N7002,SOT-23,109.0,-136.0,180.0,top
Q71,2N7002,SOT-23,109.0,-140.0,180.0,top
Q72,2N7002,SOT-23,113.5,-144.0,180.0,top
