Groups:
cpu_address[15..0] =, cpu_address[15], cpu_address[14], cpu_address[13], cpu_address[12], cpu_address[11], cpu_address[10], cpu_address[9], cpu_address[8], cpu_address[7], cpu_address[6], cpu_address[5], cpu_address[4], cpu_address[3], cpu_address[2], cpu_address[1], cpu_address[0],  hex
cpu_data_out[7..0] =, cpu_data_out[7], cpu_data_out[6], cpu_data_out[5], cpu_data_out[4], cpu_data_out[3], cpu_data_out[2], cpu_data_out[1], cpu_data_out[0],  hex

Data:
time unit: us, cpu_address[15..0], cpu_address[15], cpu_address[14], cpu_address[13], cpu_address[12], cpu_address[11], cpu_address[10], cpu_address[9], cpu_address[8], cpu_address[7], cpu_address[6], cpu_address[5], cpu_address[4], cpu_address[3], cpu_address[2], cpu_address[1], cpu_address[0], cpu_data_out[7..0], cpu_data_out[7], cpu_data_out[6], cpu_data_out[5], cpu_data_out[4], cpu_data_out[3], cpu_data_out[2], cpu_data_out[1], cpu_data_out[0], 
0, XXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, 
56112, 0097, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 48, 0, 1, 0, 0, 1, 0, 0, 0, 
56136, 0098, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 48, 0, 1, 0, 0, 1, 0, 0, 0, 
56160, 0099, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 48, 0, 1, 0, 0, 1, 0, 0, 0, 
56184, 009A, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 48, 0, 1, 0, 0, 1, 0, 0, 0, 
56208, 009B, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 48, 0, 1, 0, 0, 1, 0, 0, 0, 
56232, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56256, 009C, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56280, 009D, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56304, 009E, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56328, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56352, 009F, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56376, 00A0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56400, 00A1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56424, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56448, 00A2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56472, 00A3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56496, 00A4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56520, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56544, 00A5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56568, 00A6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56592, 00A7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56616, 00AF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56640, 00A8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56664, 00A9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56688, 00AA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
56712, 00B0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56736, 00AB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56760, 00AC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56784, 00AD, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56808, 025D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56832, 00AE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56856, 00AF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56880, 00B0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 02, 0, 0, 0, 0, 0, 0, 1, 0, 
56904, 8002, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
56928, 00B1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
56952, 00B2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
56976, 00B3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57000, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57024, 00B4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57048, 00B5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57072, 00B6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57096, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57120, 00B7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57144, 00B8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57168, 00B9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57192, 026E, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57216, 00BA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57240, 00BB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57264, 00BC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57288, 026F, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57312, 00BD, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57336, 00BE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57360, 00BF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57384, 00C0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57408, 00C1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 0, 1, 0, 1, 
57432, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57456, 00C2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57480, 00C3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57504, 00C4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57528, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57552, 00C5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57576, 00C6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57600, 00C7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57624, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57648, 00C8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57672, 00C9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57696, 00CA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57720, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57744, 00CB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57768, 00CC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57792, 00CD, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57816, 00D5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57840, 00CE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57864, 00CF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57888, 00D0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
57912, 00D6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57936, 00D1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57960, 00D2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
57984, 00D3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
58008, 025E, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
58032, 00D4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
58056, 00D5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
58080, 00D6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 04, 0, 0, 0, 0, 0, 1, 0, 0, 
58104, 8004, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58128, 00D7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58152, 00D8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58176, 00D9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58200, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58224, 00DA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58248, 00DB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58272, 00DC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58296, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58320, 00DD, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58344, 00DE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58368, 00DF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58392, 026E, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58416, 00E0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58440, 00E1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58464, 00E2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58488, 026F, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58512, 00E3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58536, 00E4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58560, 00E5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58584, 00E6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58608, 00E7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
58632, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
58656, 00E8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
58680, 00E9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
58704, 00EA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
58728, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58752, 00EB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58776, 00EC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58800, 00ED, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58824, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58848, 00EE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58872, 00EF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58896, 00F0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58920, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58944, 00F1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58968, 00F2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
58992, 00F3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59016, 00FB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59040, 00F4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59064, 00F5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59088, 00F6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59112, 00FC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59136, 00F7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59160, 00F8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59184, 00F9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59208, 025E, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59232, 00FA, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59256, 00FB, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59280, 00FC, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 06, 0, 0, 0, 0, 0, 1, 1, 0, 
59304, 8006, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59328, 00FD, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59352, 00FE, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59376, 00FF, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59400, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59424, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59448, 0001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59472, 0002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59496, 0003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59520, 026A, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59544, 0004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59568, 0005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59592, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59616, 026B, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59640, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59664, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59688, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 
59712, 026C, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59736, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59760, 000B, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59784, 000C, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 
59808, 026D, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
59832, 000D, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
59856, 000E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
59880, 000F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
