Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Q158,2N7002,SOT-23,123.0,-83.3,0.0,top
Q159,2N7002,SOT-23,127.2,-83.3,0.0,top
Q16,2N7002,SOT-23,60.6,-85.1,90.0,top
Q160,2N7002,SOT-23,131.4,-83.3,0.0,top
Q161,2N7002,SOT-23,135.6,-83.3,0.0,top
Q162,2N7002,SOT-23,139.8,-83.3,0.0,top
Q163,2N7002,SOT-23,114.6,-119.6,0.0,top
Q164,2N7002,SOT-23,114.6,-123.3,0.0,top
Q165,2N7002,SOT-23,118.8,-119.6,0.0,top
Q166,2N7002,SOT-23,118.8,-123.3,0.0,top
Q167,2N7002,SOT-23,123.0,-119.6,0.0,top
Q168,2N7002,SOT-23,123.0,-123.325,0.0,top
Q169,2N7002,SOT-23,127.2,-119.6,0.0,top
Q17,2N7002,SOT-23,64.3,-85.1,90.0,top
Q170,2N7002,SOT-23,127.2,-123.3,0.0,top
Q171,2N7002,SOT-23,131.4,-119.6,0.0,top
Q172,2N7002,SOT-23,131.4,-123.3,0.0,top
Q173,2N7002,SOT-23,135.6,-119.6,0.0,top
Q174,2N7002,SOT-23,135.6,-123.3,0.0,top
Q175,2N7002,SOT-23,139.8,-119.6,0.0,top
Q176,2N7002,SOT-23,139.8,-123.3,0.0,top
Q177,2N7002,SOT-23,110.4,-103.6,0.0,top
Q178,2N7002,SOT-23,110.4,-107.3,0.0,top
Q179,2N7002,SOT-23,110.4,-95.6,0.0,top
Q18,2N7002,SOT-23,62.5,-81.9,-90.0,top
Q180,2N7002,SOT-23,110.4,-99.3,0.0,top
Q181,2N7002,SOT-23,114.6,-103.6,0.0,top
Q182,2N7002,SOT-23,114.6,-107.3,0.0,top
Q183,2N7002,SOT-23,114.6,-95.6,0.0,top
Q184,2N7002,SOT-23,114.6,-99.3,0.0,top
Q185,2N7002,SOT-23,118.8,-103.6,0.0,top
Q186,2N7002,SOT-23,118.8,-107.3,0.0,top
Q187,2N7002,SOT-23,118.8,-95.6,0.0,top
Q188,2N7002,SOT-23,118.8,-99.3,0.0,top
Q189,2N7002,SOT-23,123.0,-103.6,0.0,top
Q19,2N7002,SOT-23,60.6,-95.1,90.0,top
Q190,2N7002,SOT-23,123.0,-107.3,0.0,top
Q191,2N7002,SOT-23,123.0,-95.6,0.0,top
Q192,2N7002,SOT-23,123.0,-99.3,0.0,top
Q193,2N7002,SOT-23,127.2,-103.6,0.0,top
Q194,2N7002,SOT-23,127.2,-107.3,0.0,top
Q195,2N7002,SOT-23,127.1,-95.6,0.0,top
Q196,2N7002,SOT-23,127.2,-99.3,0.0,top
Q197,2N7002,SOT-23,131.4,-103.6,0.0,top
Q198,2N7002,SOT-23,131.4,-107.3,0.0,top
Q199,2N7002,SOT-23,131.4,-95.6,0.0,top
Q2,2N7002,SOT-23,64.3,-35.1,90.0,top
Q20,2N7002,SOT-23,64.3,-95.1,90.0,top
Q200,2N7002,SOT-23,131.4,-99.3,0.0,top
Q201,2N7002,SOT-23,135.6,-103.6,0.0,top
Q202,2N7002,SOT-23,135.6,-107.3,0.0,top
Q203,2N7002,SOT-23,135.5,-95.6,0.0,top
Q204,2N7002,SOT-23,135.6,-99.3,0.0,top
Q205,2N7002,SOT-23,139.8,-103.6,0.0,top
Q206,2N7002,SOT-23,139.8,-107.3,0.0,top
Q207,2N7002,SOT-23,139.8,-95.6,0.0,top
Q208,2N7002,SOT-23,139.8,-99.3,0.0,top
Q209,2N7002,SOT-23,110.4,-87.6,0.0,top
Q21,2N7002,SOT-23,62.5,-91.9,-90.0,top
Q210,2N7002,SOT-23,110.4,-91.3,0.0,top
Q211,2N7002,SOT-23,114.6,-87.6,0.0,top
Q212,2N7002,SOT-23,114.6,-91.3,0.0,top
Q213,2N7002,SOT-23,118.8,-87.6,0.0,top
Q214,2N7002,SOT-23,118.8,-91.3,0.0,top
Q215,2N7002,SOT-23,123.0,-87.6,0.0,top
Q216,2N7002,SOT-23,123.0,-91.3,0.0,top
Q217,2N7002,SOT-23,127.2,-87.6,0.0,top
Q218,2N7002,SOT-23,127.2,-91.3,0.0,top
Q219,2N7002,SOT-23,131.4,-87.6,0.0,top
Q22,2N7002,SOT-23,60.6,-105.1,90.0,top
Q220,2N7002,SOT-23,131.4,-91.3,0.0,top
Q221,2N7002,SOT-23,135.6,-87.6,0.0,top
Q222,2N7002,SOT-23,135.6,-91.3,0.0,top
Q223,2N7002,SOT-23,139.8,-87.6,0.0,top
Q224,2N7002,SOT-23,139.8,-91.3,0.0,top
Q225,2N7002,SOT-23,114.6,-111.6,0.0,top
Q226,2N7002,SOT-23,114.6,-115.3,0.0,top
Q227,2N7002,SOT-23,118.8,-111.6,0.0,top
Q228,2N7002,SOT-23,118.8,-115.3,0.0,top
Q229,2N7002,SOT-23,123.0,-111.6,0.0,top
Q23,2N7002,SOT-23,64.3,-105.1,90.0,top
Q230,2N7002,SOT-23,123.0,-115.3,0.0,top
Q231,2N7002,SOT-23,127.2,-111.6,0.0,top
Q232,2N7002,SOT-23,127.2,-115.3,0.0,top
Q233,2N7002,SOT-23,131.4,-111.6,0.0,top
Q234,2N7002,SOT-23,131.4,-115.3,0.0,top
Q235,2N7002,SOT-23,135.6,-111.6,0.0,top
Q236,2N7002,SOT-23,135.6,-115.3,0.0,top
Q237,2N7002,SOT-23,139.8,-111.6,0.0,top
Q238,2N7002,SOT-23,139.8,-115.3,0.0,top
Q239,2N7002,SOT-23,64.1,-115.1,0.0,top
Q24,2N7002,SOT-23,62.5,-101.9,-90.0,top
Q240,2N7002,SOT-23,64.1,-118.8,0.0,top
Q241,2N7002,SOT-23,68.3,-115.1,0.0,top
Q242,2N7002,SOT-23,68.3,-118.8,0.0,top
Q243,2N7002,SOT-23,72.5,-115.1,0.0,top
Q244,2N7002,SOT-23,72.5,-118.8,0.0,top
Q245,2N7002,SOT-23,76.7,-115.1,0.0,top
Q246,2N7002,SOT-23,76.7,-118.8,0.0,top
Q247,2N7002,SOT-23,80.9,-115.1,0.0,top
Q248,2N7002,SOT-23,80.9,-118.8,0.0,top
Q249,2N7002,SOT-23,85.1,-115.1,0.0,top
Q25,2N7002,SOT-23,70.4,-37.1,90.0,top
Q250,2N7002,SOT-23,85.1,-118.8,0.0,top
Q251,2N7002,SOT-23,89.3,-115.1,0.0,top
Q252,2N7002,SOT-23,89.3,-118.8,0.0,top
Q253,2N7002,SOT-23,93.5,-115.1,0.0,top
Q254,2N7002,SOT-23,93.5,-118.8,0.0,top
Q255,2N7002,SOT-23,122.3,-30.7,-90.0,top
Q256,2N7002,SOT-23,118.5,-30.7,-90.0,top
Q257,2N7002,SOT-23,114.7,-30.7,-90.0,top
Q258,2N7002,SOT-23,110.9,-30.7,-90.0,top
Q259,2N7002,SOT-23,107.1,-30.7,-90.0,top
Q26,2N7002,SOT-23,74.1,-37.1,90.0,top
Q260,2N7002,SOT-23,103.3,-30.7,-90.0,top
Q261,2N7002,SOT-23,126.1,-30.7,-90.0,top
Q262,2N7002,SOT-23,114.4,-35.7,0.0,top
Q263,2N7002,SOT-23,114.4,-39.4,0.0,top
Q264,2N7002,SOT-23,118.7,-35.7,0.0,top
Q265,2N7002,SOT-23,105.1,-39.4,0.0,top
Q266,2N7002,SOT-23,109.4,-35.7,0.0,top
Q267,2N7002,SOT-23,105.1,-35.7,0.0,top
Q268,2N7002,SOT-23,65.5,-123.3,90.0,top
Q269,2N7002,SOT-23,69.3,-123.3,90.0,top
Q27,2N7002,SOT-23,77.8,-37.1,90.0,top
Q270,2N7002,SOT-23,73.1,-123.3,90.0,top
Q271,2N7002,SOT-23,76.9,-123.3,90.0,top
Q272,2N7002,SOT-23,51.7,-94.7,0.0,top
Q273,2N7002,SOT-23,51.7,-98.4,0.0,top
Q274,2N7002,SOT-23,51.7,-102.1,0.0,top
Q275,2N7002,SOT-23,51.7,-105.8,0.0,top
Q276,2N7002,SOT-23,51.7,-109.5,0.0,top
Q277,2N7002,SOT-23,125.3,-41.2,-90.0,top
Q278,2N7002,SOT-23,121.5,-41.2,-90.0,top
Q279,2N7002,SOT-23,125.3,-53.8,-90.0,top
Q28,2N7002,SOT-23,81.5,-37.1,90.0,top
Q280,2N7002,SOT-23,125.3,-49.6,-90.0,top
Q281,2N7002,SOT-23,125.3,-45.4,-90.0,top
Q282,2N7002,SOT-23,125.3,-37.0,-90.0,top
Q283,2N7002,SOT-23,121.5,-53.8,-90.0,top
Q284,2N7002,SOT-23,121.5,-49.6,-90.0,top
Q285,2N7002,SOT-23,121.5,-45.4,-90.0,top
Q286,2N7002,SOT-23,125.3,-58.0,-90.0,top
Q287,2N7002,SOT-23,80.7,-123.3,90.0,top
Q288,2N7002,SOT-23,84.5,-123.3,90.0,top
Q289,2N7002,SOT-23,88.3,-123.3,90.0,top
Q29,2N7002,SOT-23,85.2,-37.1,90.0,top
Q290,2N7002,SOT-23,92.1,-123.3,90.0,top
Q291,2N7002,SOT-23,51.7,-113.2,0.0,top
Q292,2N7002,SOT-23,51.7,-116.9,0.0,top
Q293,2N7002,SOT-23,51.7,-120.6,0.0,top
Q294,2N7002,SOT-23,51.7,-62.9,0.0,top
Q295,2N7002,SOT-23,51.7,-66.6,0.0,top
Q296,2N7002,SOT-23,51.7,-70.3,0.0,top
Q297,2N7002,SOT-23,51.7,-74.0,0.0,top
Q298,2N7002,SOT-23,51.7,-77.7,0.0,top
Q299,2N7002,SOT-23,51.7,-81.4,0.0,top
Q3,2N7002,SOT-23,62.5,-31.9,-90.0,top
Q30,2N7002,SOT-23,88.9,-37.1,90.0,top
Q300,2N7002,SOT-23,51.7,-85.1,0.0,top
Q301,2N7002,SOT-23,51.7,-88.8,0.0,top
Q302,2N7002,SOT-23,51.7,-31.7,0.0,top
Q303,2N7002,SOT-23,51.7,-35.4,0.0,top
Q304,2N7002,SOT-23,51.7,-39.1,0.0,top
Q305,2N7002,SOT-23,51.7,-42.8,0.0,top
Q306,2N7002,SOT-23,51.7,-46.5,0.0,top
Q307,2N7002,SOT-23,51.7,-50.2,0.0,top
Q308,2N7002,SOT-23,51.7,-53.9,0.0,top
Q309,2N7002,SOT-23,51.7,-57.6,0.0,top
Q31,2N7002,SOT-23,92.6,-37.1,90.0,top
Q310,2N7002,SOT-23,131.0,-54.7,0.0,top
Q311,2N7002,SOT-23,131.0,-58.4,0.0,top
Q312,2N7002,SOT-23,131.0,-30.7,0.0,top
Q313,2N7002,SOT-23,131.0,-34.4,0.0,top
Q314,2N7002,SOT-23,131.0,-38.1,0.0,top
Q315,2N7002,SOT-23,131.0,-41.8,0.0,top
Q316,2N7002,SOT-23,131.0,-45.5,0.0,top
Q317,2N7002,SOT-23,131.0,-49.2,0.0,top
Q318,2N7002,SOT-23,131.0,-61.9,0.0,top
Q319,2N7002,SOT-23,130.8,-65.6,0.0,top
Q32,2N7002,SOT-23,96.3,-37.1,90.0,top
Q320,2N7002,SOT-23,130.8,-69.3,0.0,top
Q33,2N7002,SOT-23,70.4,-31.9,90.0,top
Q34,2N7002,SOT-23,74.1,-31.9,90.0,top
Q35,2N7002,SOT-23,77.8,-31.9,90.0,top
Q36,2N7002,SOT-23,81.5,-31.9,90.0,top
Q37,2N7002,SOT-23,85.2,-31.9,90.0,top
Q38,2N7002,SOT-23,88.9,-31.9,90.0,top
Q39,2N7002,SOT-23,92.6,-31.9,90.0,top
Q4,2N7002,SOT-23,60.55,-45.1,90.0,top
Q40,2N7002,SOT-23,70.35,-47.1,90.0,top
Q41,2N7002,SOT-23,74.05,-47.1,90.0,top
Q42,2N7002,SOT-23,77.75,-47.1,90.0,top
Q43,2N7002,SOT-23,81.45,-47.1,90.0,top
Q44,2N7002,SOT-23,85.15,-47.1,90.0,top
Q45,2N7002,SOT-23,88.85,-47.1,90.0,top
Q46,2N7002,SOT-23,92.55,-47.1,90.0,top
Q47,2N7002,SOT-23,96.25,-47.1,90.0,top
Q48,2N7002,SOT-23,70.35,-41.9,90.0,top
Q49,2N7002,SOT-23,74.05,-41.9,90.0,top
Q5,2N7002,SOT-23,64.25,-45.1,90.0,top
Q50,2N7002,SOT-23,77.75,-41.9,90.0,top
Q51,2N7002,SOT-23,81.45,-41.9,90.0,top
Q52,2N7002,SOT-23,85.15,-41.9,90.0,top
Q53,2N7002,SOT-23,88.85,-41.9,90.0,top
Q54,2N7002,SOT-23,92.55,-41.9,90.0,top
Q55,2N7002,SOT-23,70.4,-57.1,90.0,top
Q56,2N7002,SOT-23,74.1,-57.1,90.0,top
Q57,2N7002,SOT-23,77.8,-57.1,90.0,top
Q58,2N7002,SOT-23,81.5,-57.1,90.0,top
Q59,2N7002,SOT-23,85.2,-57.1,90.0,top
Q6,2N7002,SOT-23,62.45,-41.9,-90.0,top
Q60,2N7002,SOT-23,88.9,-57.1,90.0,top
Q61,2N7002,SOT-23,92.6,-57.1,90.0,top
Q62,2N7002,SOT-23,96.3,-57.1,90.0,top
Q63,2N7002,SOT-23,70.4,-51.9,90.0,top
Q64,2N7002,SOT-23,74.1,-51.9,90.0,top
Q65,2N7002,SOT-23,77.8,-51.9,90.0,top
Q66,2N7002,SOT-23,81.5,-51.9,90.0,top
Q67,2N7002,SOT-23,85.2,-51.9,90.0,top
Q68,2N7002,SOT-23,88.9,-51.9,90.0,top
Q69,2N7002,SOT-23,92.6,-51.9,90.0,top
Q7,2N7002,SOT-23,60.6,-55.1,90.0,top
Q70,2N7002,SOT-23,70.4,-67.1,90.0,top
Q71,2N7002,SOT-23,74.1,-67.1,90.0,top
Q72,2N7002,SOT-23,77.8,-67.1,90.0,top
Q73,2N7002,SOT-23,81.5,-67.1,90.0,top
Q74,2N7002,SOT-23,85.2,-67.1,90.0,top
Q75,2N7002,SOT-23,88.9,-67.1,90.0,top
Q76,2N7002,SOT-23,92.6,-67.1,90.0,top
Q77,2N7002,SOT-23,96.3,-67.1,90.0,top
Q78,2N7002,SOT-23,70.4,-61.9,90.0,top
Q79,2N7002,SOT-23,74.1,-61.9,90.0,top
Q8,2N7002,SOT-23,64.3,-55.1,90.0,top
Q80,2N7002,SOT-23,77.8,-61.9,90.0,top
Q81,2N7002,SOT-23,81.5,-61.9,90.0,top
Q82,2N7002,SOT-23,85.2,-61.9,90.0,top
Q83,2N7002,SOT-23,88.9,-61.9,90.0,top
